Repo,RelativePath,EmDashCount,ExampleLine
"CoCache","advice-bombs\extracted\Outreach_via_Wikipedia_2025-10-17\03_Fact_Sheet_CoCivium.md","3","# CoCivium — Fact Sheet (v2025-10-17)"
"CoCache","advice-bombs\extracted\Outreach_via_Wikipedia_2025-10-17\08_Comms_Policy.md","1","# Communications Policy — Neutrality & COI"
"CoCache","advice-bombs\extracted\Outreach_via_Wikipedia_2025-10-17\README.md","12","# Outreach via Wikipedia — Advice Bomb"
"CoCache","advice-bombs\README.md","1","- InSeed_Flagship_ServiceLine_Pkg.zip — **duplicate** of the same file in ickballard/CoAudit at:"
"CoCache","AdviceBombs\AB-KA-01\AB-KA-01\README_START_HERE.md","1","# CoPayload AB-KA-01 — Insights Scaffold & Harvest Pack"
"CoCache","AdviceBombs\AB-KA-01\drafts\FF-FinFlow\FF_FinFlow__Concepts-and-Theory.md","1","# FinFlow — Concepts & Theory"
"CoCache","AdviceBombs\AB-KA-01\drafts\FF-FinFlow\FF_FinFlow__Implications-and-Advisory.md","1","# FinFlow — Implications & Advisory"
"CoCache","AdviceBombs\AB-KA-01\drafts\LL-Lex-Liminalis\LL_Lex-Liminalis__Concepts-and-Theory.md","1","# Lex Liminalis — Concepts & Theory"
"CoCache","AdviceBombs\AB-KA-01\drafts\LL-Lex-Liminalis\LL_Lex-Liminalis__Implications-and-Advisory.md","1","# Lex Liminalis — Implications & Advisory"
"CoCache","AdviceBombs\AB-KA-01\README.md","1","# AB-KA-01 — Insights Scaffold & Harvest Pack"
"CoCache","CC\..CC_Megascroll_SEED.md","8","title: ""Cognocarta Consenti — Megascroll (Seed)"""
"CoCache","context\Last_Session_Context.md","1","# Last Session Context — CoCache"
"CoCache","CoWraps\STACK\Spanky_examples_20251008_004552\payload\01_INSTRUCTION_BLOCK.md","2","# Spanky Request — v2.2 (Deep-Capture + Deprecations)"
"CoCache","CoWraps\STACK\Spanky_examples_20251008_004552\payload\01_INSTRUCTION_BLOCK.txt","2","# Spanky Request — v2.2 (Deep-Capture + Deprecations)"
"CoCache","CoWraps\STACK\Spanky_examples_20251008_004552\transcripts\session.md","4","# Spanky Request — v2.2 (Deep-Capture + Deprecations)"
"CoCache","docs\advice\costatus\README_CoStatusLine.md","1","# CoStatus line — standard render & loader"
"CoCache","docs\advice\feedback\TEMPLATE.md","1","# Feedback — CoArena Demo"
"CoCache","docs\advice_bombs\batch_20251014_124554\.1_Spanky_examples_20251008_004552\Spanky_examples_20251008_004552\payload\01_INSTRUCTION_BLOCK.md","2","# Spanky Request — v2.2 (Deep-Capture + Deprecations)"
"CoCache","docs\advice_bombs\batch_20251014_124554\.1_Spanky_examples_20251008_004552\Spanky_examples_20251008_004552\payload\01_INSTRUCTION_BLOCK.txt","2","# Spanky Request — v2.2 (Deep-Capture + Deprecations)"
"CoCache","docs\advice_bombs\batch_20251014_124554\.1_Spanky_examples_20251008_004552\Spanky_examples_20251008_004552\transcripts\session.md","4","# Spanky Request — v2.2 (Deep-Capture + Deprecations)"
"CoCache","docs\advice_bombs\batch_20251014_124554\.13_Spanky_CoAgency_20251009_022055\Spanky_CoAgency\notes\GLOSSARY.md","4","- CoAgency — CoCivium™'s agency/personhood initiative."
"CoCache","docs\advice_bombs\batch_20251014_124554\.15_Spanky_CoCacheReset_20251008_222429\payload\Advice_CoAgent_GrandReset.md","2","2. Training should be *interactive, friendly, and forgiving* — not terse or overly technical."
"CoCache","docs\advice_bombs\batch_20251014_124554\.15_Spanky_CoCacheReset_20251008_222429\payload\GrandResetManifest.md","9","# Grand Reset Manifest — CoCache"
"CoCache","docs\advice_bombs\batch_20251014_124554\.16_Spanky_CoAgent_20251008_223344\transcripts\session.md","5","# Session Transcript (narrative) — 2025-10-08T22:33:44.583411-04:00"
"CoCache","docs\advice_bombs\batch_20251014_124554\.17_Spanky_CoAgentBranding_20251009_022926\Spanky_CoAgentBranding_20251009_022926\notes\RISKS.md","2","- Overuse of rainbow reduces gravitas — restrict to docs/splash."
"CoCache","docs\advice_bombs\batch_20251014_124554\.18_Spanky_TypeK_Briefing_20251009_024352\transcripts\INSTRUCTION_BLOCK.md","2","# Spanky Request — v2.2 (Deep-Capture + Deprecations)"
"CoCache","docs\advice_bombs\batch_20251014_124554\.18_Spanky_TypeK_Briefing_20251009_024352\transcripts\INSTRUCTION_BLOCK.txt","2","# Spanky Request — v2.2 (Deep-Capture + Deprecations)"
"CoCache","docs\advice_bombs\batch_20251014_124554\.19_Spanky_CPDA-CADI_20251008_225001\notes\WEBSITE_MANIFEST.md","2","- `cpda/docs/index.md` — umbrella page"
"CoCache","docs\advice_bombs\batch_20251014_124554\.19_Spanky_CPDA-CADI_20251008_225001\payload\cadi\docs\index.md","5","- **Quadrant Plot** (impact energy vs warning time) — `assets/quad.svg`"
"CoCache","docs\advice_bombs\batch_20251014_124554\.19_Spanky_CPDA-CADI_20251008_225001\payload\cadi\specs\mitigation-options.md","2","- Tugboat (continuous thrust) — decades lead"
"CoCache","docs\advice_bombs\batch_20251014_124554\.19_Spanky_CPDA-CADI_20251008_225001\payload\cadi\README.md","6","# CADI — CoCivium™ Asteroid Defence Initiative"
"CoCache","docs\advice_bombs\batch_20251014_124554\.19_Spanky_CPDA-CADI_20251008_225001\payload\cpda\charter\constitution.md","5","## Article 1 — Non-Ownership & Asset Lock"
"CoCache","docs\advice_bombs\batch_20251014_124554\.19_Spanky_CPDA-CADI_20251008_225001\payload\cpda\docs\initiatives\cadi.md","2","# CADI — CoCivium™ Asteroid Defence Initiative"
"CoCache","docs\advice_bombs\batch_20251014_124554\.19_Spanky_CPDA-CADI_20251008_225001\payload\cpda\docs\index.md","6","# CPDA — a commons umbrella (becoming **CoCivium™**)"
"CoCache","docs\advice_bombs\batch_20251014_124554\.20_Spanky_CoAgent-BPOE-MVP3_20251009_025257\payload\BPOE_Features_Checklist.md","1","# BPOE Features — Launch Checklist (Public)"
"CoCache","docs\advice_bombs\batch_20251014_124554\.23_Spanky_CoAgent_20251008_225757\Spanky_CoAgent_20251008_225757\notes\GLOSSARY.md","3","- **CTC**: Contextual Trust Contracts — task/time-bound privilege contracts."
"CoCache","docs\advice_bombs\batch_20251014_124554\.23_Spanky_CoAgent_20251008_225757\Spanky_CoAgent_20251008_225757\notes\INTENTIONS.md","7","- Public competitor analysis with praise and best-use guidance — **Done**."
"CoCache","docs\advice_bombs\batch_20251014_124554\.24_Spanky_CADE-Defense_20251009_030727\notes\BPOE.md","1","# BPOE Notes — Defense & Hygiene Additions"
"CoCache","docs\advice_bombs\batch_20251014_124554\.24_Spanky_CADE-Defense_20251009_030727\notes\DEPRECATED.md","1","- Single-provider AI assumption — replaced by CoAgent multi-backend policy."
"CoCache","docs\advice_bombs\batch_20251014_124554\.24_Spanky_CADE-Defense_20251009_030727\notes\RISKS.md","3","- Vendor/API lockouts — mitigated via CoAgent abstraction."
"CoCache","docs\advice_bombs\batch_20251014_124554\.25_Spanky_MultiRepoGH_20251009_030819\transcripts\session.md","2","# Spanky Request — v2.2 (Deep-Capture + Deprecations)"
"CoCache","docs\advice_bombs\batch_20251014_124554\.26_Spanky_CoCivium-Strategy_20251009_031142\notes\WEBSITE_MANIFEST.md","2","- **CoCivium™.org:** Human layer — Map, CC Scroll, Chat Engine."
"CoCache","docs\advice_bombs\batch_20251014_124554\.26_Spanky_CoCivium-Strategy_20251009_031142\payload\Congruence_Placeholder.md","1","# Congruence Metric — Placeholder (Dedicated Session Needed)"
"CoCache","docs\advice_bombs\batch_20251014_124554\.26_Spanky_CoCivium-Strategy_20251009_031142\payload\CoSuite_Value_Proposition.md","1","# CoCivium™ / CoSuite — Value Proposition"
"CoCache","docs\advice_bombs\batch_20251014_124554\.26_Spanky_CoCivium-Strategy_20251009_031142\payload\Day1_Recipe_CoCivium_com.md","1","# Day‑1 Recipe — CoCivium™.com Bring‑Up"
"CoCache","docs\advice_bombs\batch_20251014_124554\.26_Spanky_CoCivium-Strategy_20251009_031142\payload\RepTag_System_Spec.md","1","# RepTag System — Parallel Tracks"
"CoCache","docs\advice_bombs\batch_20251014_124554\.26_Spanky_CoCivium-Strategy_20251009_031142\payload\Semantic_Weaving_GIBindex.md","1","# Semantic Weaving — GIBindex Hotlinks"
"CoCache","docs\advice_bombs\batch_20251014_124554\.26_Spanky_CoCivium-Strategy_20251009_031142\transcripts\session.md","1","# Session Megasummary — CoCivium™ Strategy & Dual-Layer Design (Debate Arena First)"
"CoCache","docs\advice_bombs\batch_20251014_124554\.27_Spanky_CAP_20251009_032636\payload\.github\workflows\lead-alert.yml","5","jq -r '.results[] | select(.""event:name""==""Sponsor Issue Open"" or .""event:name""==""Email Click"" or .""event:name""==""Sponsor Page"" or .""event:name""==""One-Pager Read"") | ""\(.[""event:name""]) — \(.events) events""' events.json"
"CoCache","docs\advice_bombs\batch_20251014_124554\.27_Spanky_CAP_20251009_032636\payload\web\pages\404.html","1","<title>Page not found — CoPolitic</title>"
"CoCache","docs\advice_bombs\batch_20251014_124554\.27_Spanky_CAP_20251009_032636\payload\web\pages\transparency.html","1","<title>Transparency — CoPolitic / CAP</title>"
"CoCache","docs\advice_bombs\batch_20251014_124554\.27_Spanky_CAP_20251009_032636\transcripts\session.md","7","# CoPolitic / CAP — Working Session Transcript (condensed)"
"CoCache","docs\advice_bombs\batch_20251014_124554\.29a_Spanky_CoModules_20251009_164441\Spanky_CoModules_20251009_164441\payload\best_practices_ai_ethics.md","1","# AI Ethics — Best Practices (excerpt)"
"CoCache","docs\advice_bombs\batch_20251014_124554\.29a_Spanky_CoModules_20251009_164441\Spanky_CoModules_20251009_164441\payload\best_practices_career.md","1","# CareerOS — Best Practices (excerpt)"
"CoCache","docs\advice_bombs\batch_20251014_124554\.29a_Spanky_CoModules_20251009_164441\Spanky_CoModules_20251009_164441\payload\best_practices_life.md","1","# LifeOS — Best Practices (excerpt)"
"CoCache","docs\advice_bombs\batch_20251014_124554\.29a_Spanky_CoModules_20251009_164441\Spanky_CoModules_20251009_164441\payload\nudge-elias.md","1","Subject: quick nudge — your careerOS starter is waiting (stable links inside)"
"CoCache","docs\advice_bombs\batch_20251014_124554\.3_Spanky_CoAgentLockupBPOE_20251007_214950\summaries\TLDR.md","1","CoAgent lock-ups are usually local/workflow—not account corruption. This bundle adds a triage drill, session hygiene guardrails, HealthGate preflight, and continuity resume protocol, ready to drop into repo."
"CoCache","docs\advice_bombs\batch_20251014_124554\.30_Spanky_CoPolitic_TOSAI_20251009_183331\notes\DECISIONS.md","1","- **Role name:** TOS-AI (Transition Office Steward — AI pivots) instead of CoCEO."
"CoCache","docs\advice_bombs\batch_20251014_124554\.30_Spanky_CoPolitic_TOSAI_20251009_183331\notes\GLOSSARY.md","2","**TOS-AI** — Transition Office Steward (AI pivots): temporary executive steward guiding strategy, governance, operating-model shifts during AI transition."
"CoCache","docs\advice_bombs\batch_20251014_124554\.30_Spanky_CoPolitic_TOSAI_20251009_183331\notes\RISKS.md","3","- Missing/incorrect logos can undermine credibility — mitigated via fallback badge + normalization scripts."
"CoCache","docs\advice_bombs\batch_20251014_124554\.34_Spanky_VisionFlagship_20251009_184430\notes\GLOSSARY.md","7","- Mudfling — a meeting where words fly and nothing lands."
"CoCache","docs\advice_bombs\batch_20251014_124554\.34_Spanky_VisionFlagship_20251009_184430\notes\WEBSITE_MANIFEST.md","1","- Title: Vision Flagship — Mudfling to Lightring"
"CoCache","docs\advice_bombs\batch_20251014_124554\.34_Spanky_VisionFlagship_20251009_184430\payload\Before_After_Panel.md","1","# Before / After — Mudfling to Lightring"
"CoCache","docs\advice_bombs\batch_20251014_124554\.34_Spanky_VisionFlagship_20251009_184430\payload\EvoPath_model.md","1","# EvoPath — the trail through the grove"
"CoCache","docs\advice_bombs\batch_20251014_124554\.34_Spanky_VisionFlagship_20251009_184430\payload\Hero_Image_Brief.md","1","# Hero image brief — Mudfling to Lightring"
"CoCache","docs\advice_bombs\batch_20251014_124554\.34_Spanky_VisionFlagship_20251009_184430\payload\Vision_Paper_Outline.md","3","# Vision Flagship — Mudfling to Lightring"
"CoCache","docs\advice_bombs\batch_20251014_124554\.34_Spanky_VisionFlagship_20251009_184430\payload\Vision_Paper.md","4","# Vision Flagship — Mudfling to Lightring"
"CoCache","docs\advice_bombs\batch_20251014_124554\.35_Spanky_MeritRank_20251009_185743\payload\CoEve_Branding_PR_snippet.md","1","> **Your digital halo — verifiable kudos, not callouts.**"
"CoCache","docs\advice_bombs\batch_20251014_124554\.36_Spanky_RequestPack_20251009_185641\payload\01_INSTRUCTION_BLOCK.md","2","# Spanky Request — v2.2 (Deep-Capture + Deprecations)"
"CoCache","docs\advice_bombs\batch_20251014_124554\.36_Spanky_RequestPack_20251009_185641\payload\01_INSTRUCTION_BLOCK.txt","2","# Spanky Request — v2.2 (Deep-Capture + Deprecations)"
"CoCache","docs\advice_bombs\batch_20251014_124554\.37_Spanky_HP_20251009_191434\_spanky\out.txt","2","# Spanky Request — v2.2 (Deep-Capture + Deprecations)"
"CoCache","docs\advice_bombs\batch_20251014_124554\.37_Spanky_HP_20251009_191434\transcripts\session.md","1","_Placeholder transcript — session context preserved via CoAgent handoff._"
"CoCache","docs\advice_bombs\batch_20251014_124554\.39_Spanky_GVB_20251009_192232\payload\global-village-buyback.md","16","Thinkers like **Ivan Illich** (conviviality), **Elinor Ostrom** (commons), and **Marshall McLuhan** (media) warned of this. Their shared lesson is blunt: **when care is commodified, community dies.** What gets sold back isn’t belonging—it’s a shadow that leaves us hungry for the real thing."
"CoCache","docs\advice_bombs\batch_20251014_124554\.40_Spanky_ScripTagger_20251009_193224\notes\WEBSITE_MANIFEST.md","6","- `/docs/scripttagger/index.html` — overview"
"CoCache","docs\advice_bombs\batch_20251014_124554\.40_Spanky_ScripTagger_20251009_193224\payload\web\docs\scripttagger\demo.html","3","<title>ScripTagger Demo — Opename</title>"
"CoCache","docs\advice_bombs\batch_20251014_124554\.40_Spanky_ScripTagger_20251009_193224\payload\web\docs\scripttagger\design.html","1","<title>ScripTagger Design — Opename</title>"
"CoCache","docs\advice_bombs\batch_20251014_124554\.40_Spanky_ScripTagger_20251009_193224\payload\web\docs\scripttagger\index.html","1","<title>ScripTagger (pre-alpha) — Opename</title>"
"CoCache","docs\advice_bombs\batch_20251014_124554\.40_Spanky_ScripTagger_20251009_193224\payload\web\docs\scripttagger\methodology.html","1","<title>ScripTagger Methodology — Opename</title>"
"CoCache","docs\advice_bombs\batch_20251014_124554\.40_Spanky_ScripTagger_20251009_193224\transcripts\session.md","4","- `/docs/scripttagger/` — overview (summary-first; transcript optional)."
"CoCache","docs\advice_bombs\batch_20251014_124554\.42_Spanky_RickGuard_20251009_194327\notes\BPOE.md","1","- Default to **automerge (squash)**, **delete branch on merge**, and **rebase/merge commits disabled** — to keep history clean and reduce friction."
"CoCache","docs\advice_bombs\batch_20251014_124554\.42_Spanky_RickGuard_20251009_194327\notes\DEPENDENCIES.md","1","- Classic Branch Protection endpoints (public repos) — Rulesets require Pro/Org or public visibility."
"CoCache","docs\advice_bombs\batch_20251014_124554\.42_Spanky_RickGuard_20251009_194327\notes\GLOSSARY.md","1","- **BPOE**: Best Path of Effort — optimize process for speed with safe defaults."
"CoCache","docs\advice_bombs\batch_20251014_124554\.42_Spanky_RickGuard_20251009_194327\notes\RISKS.md","2","- Over-relaxing protections during launch could allow unwanted changes — mitigated by keeping Critical set locked."
"CoCache","docs\advice_bombs\batch_20251014_124554\.43_Spanky_GrandMigration_20251009_194020\payload\SESSION_PLAN_GrandMigration.md","1","# Grand Migration — Session Plan & Checklist"
"CoCache","docs\advice_bombs\batch_20251014_124554\.44c_Spanky_CoCivOutreach_20251009_201820\01_INSTRUCTION_BLOCK.md","2","# Spanky Request — v2.2 (Deep-Capture + Deprecations)"
"CoCache","docs\advice_bombs\batch_20251014_124554\.44c_Spanky_CoCivOutreach_20251009_201820\01_INSTRUCTION_BLOCK.txt","2","# Spanky Request — v2.2 (Deep-Capture + Deprecations)"
"CoCache","docs\advice_bombs\batch_20251014_124554\.45_Spanky_CoCorePlanning_20251009_201052\notes\INTENTIONS.md","1","- **Status:** Unfinished — pending Grand Migration completion."
"CoCache","docs\advice_bombs\batch_20251014_124554\.45_Spanky_CoCorePlanning_20251009_201052\transcripts\session.md","1","# Session Transcript (Condensed) — CoCore Planning Handoff"
"CoCache","docs\advice_bombs\batch_20251014_124554\.47_Spanky_RickPublicBridge_20251009_162406\payload\IdeaCard_Automated_RickPublic_Article_Suggestions.md","1","# Idea Card — Automated RickPublic Article Suggestions"
"CoCache","docs\advice_bombs\batch_20251014_124554\.48_Spanky_CoEvolutionDocs_20251009_202452\transcripts\session.md","1","# Session Transcript — CoEvolution of Documents (condensed)"
"CoCache","docs\advice_bombs\batch_20251014_124554\.49_Spanky_CoCivium_20251009_202805\Spanky_CoCivium_20251009_202805\payload\IdeaCard_AI_Poetry_And_Gibberlink.md","1","**Abandoned** — would add governance/interpretation overhead during seed stage without clear ROI."
"CoCache","docs\advice_bombs\batch_20251014_124554\.49_Spanky_CoCivium_20251009_202805\Spanky_CoCivium_20251009_202805\summaries\SOURCES.md","1","- Attached request pack: `Spanky_Request_Pack_v2_2_2025-10-08.zip` — enumerated."
"CoCache","docs\advice_bombs\batch_20251014_124554\.49_Spanky_CoCivium_20251009_202805\Spanky_CoCivium_20251009_202805\transcripts\session.md","1","- AI poetry vs. human-only poetic canon and the *gibberlink* idea — proposed, evaluated, and intentionally abandoned to avoid governance overhead."
"CoCache","docs\advice_bombs\batch_20251014_124554\.5_Spanky_CoMap_20251007_215725\payload\CoMap_README.md","1","# CoMap — Navigate the Future. Map Your World."
"CoCache","docs\advice_bombs\batch_20251014_124554\.5_Spanky_CoMap_20251007_215725\summaries\SOURCES.md","4","# Spanky Request — v2.2 (Deep-Capture + Deprecations)"
"CoCache","docs\advice_bombs\batch_20251014_124554\.5_Spanky_CoMap_20251007_215725\transcripts\session.md","1","# Session Transcript Digest — CoMap (Governance Radar / Spider Tool)"
"CoCache","docs\advice_bombs\batch_20251014_124554\.50_Spanky_CoCiviumWP_20251009_204122\notes\DEPRECATED.md","2","- Seeding concepts/terms **without** independent usage — deprecated."
"CoCache","docs\advice_bombs\batch_20251014_124554\.50_Spanky_CoCiviumWP_20251009_204122\notes\INTENTIONS.md","3","- Independent sources (>=3 significant coverage) — **Unfinished**"
"CoCache","docs\advice_bombs\batch_20251014_124554\.50_Spanky_CoCiviumWP_20251009_204122\transcripts\session.md","1","# Session Transcript (Condensed) — CoCivium™ → Wikipedia"
"CoCache","docs\advice_bombs\batch_20251014_124554\.51_Spanky_CoCiviumDualSite_20251009_163123\notes\BPOE.md","1","# BPOE — Guardrails for Dual‑Face Delivery"
"CoCache","docs\advice_bombs\batch_20251014_124554\.51_Spanky_CoCiviumDualSite_20251009_163123\notes\DEPENDENCIES.md","1","- Static site generator (Jekyll/Hugo/Eleventy) — pluggable."
"CoCache","docs\advice_bombs\batch_20251014_124554\.51_Spanky_CoCiviumDualSite_20251009_163123\notes\WEBSITE_MANIFEST.md","6","- /index.jsonld — registry of datasets, APIs, schemas."
"CoCache","docs\advice_bombs\batch_20251014_124554\.51_Spanky_CoCiviumDualSite_20251009_163123\payload\IdeaCard_DualFace_Fallback.md","1","# Idea Card — Dual‑Face Sites & AI Beacon"
"CoCache","docs\advice_bombs\batch_20251014_124554\.51_Spanky_CoCiviumDualSite_20251009_163123\transcripts\session.md","1","# Transcript — CoCivium™ Dual‑Face Sites, Beaconing & CME"
"CoCache","docs\advice_bombs\batch_20251014_124554\.6_Spanky_CoCiviumFaiths_20251008_015909\notes\BPOE.md","1","# BPOE — Steward Merge & Main-First Policy"
"CoCache","docs\advice_bombs\batch_20251014_124554\.6_Spanky_CoCiviumFaiths_20251008_015909\notes\DEPRECATED.md","2","- Blocking pre-commit for graphics renders — replaced by CI."
"CoCache","docs\advice_bombs\batch_20251014_124554\.6_Spanky_CoCiviumFaiths_20251008_015909\transcripts\session.md","8","**Focus:** CoCivium™ — Faiths in Dialogue; CoRef indexing; Congruence Doctrine; CoRender + CI fallbacks; Godspawn Part 3 advice; main-landing audits; CoWrap."
"CoCache","docs\advice_bombs\batch_20251014_124554\.8_Spanky_CCSeedWrap_20251008_020133\summaries\SOURCES.md","1","- PR: #417 — CC seed docs."
"CoCache","docs\advice_bombs\batch_20251014_124554\.9_Spanky_BPOE-A1_20251008_000000\notes\BPOE.md","1","# BPOE (Block of Productive Execution) — Working Standard"
"CoCache","docs\advice_bombs\batch_20251014_124554\.9_Spanky_BPOE-A1_20251008_000000\transcripts\history.txt","23","CommandLine        : # DO — Build Spanky_BPOE-Packs-A1_20251007_000000.zip in Downloads"
"CoCache","docs\advice_bombs\batch_20251014_124554\.a_Spanky_CoCache_CoEvoAdvice_20251014_161601\payload\ETHICAL_ALIGNMENT.md","4","# Ethical Alignment — CoCivia Motives & Parity Framing"
"CoCache","docs\advice_bombs\batch_20251014_124554\.a_Spanky_CoCache_CoEvoAdvice_20251014_161601\payload\EVOLUTION_GOVERNANCE.md","5","- **L0 Observe** — metrics only"
"CoCache","docs\advice_bombs\batch_20251014_124554\.a_Spanky_CoCache_CoEvoAdvice_20251014_161601\payload\FUNCTIONAL_ARCHITECTURE.md","6","Make CoCache the *learning cortex* of CoSuite — sensing signals, reasoning about them, proposing improvements,"
"CoCache","docs\advice_bombs\batch_20251014_124554\.a_Spanky_CoCache_CoEvoAdvice_20251014_161601\payload\HUMAN_ATTRACTION.md","1","# Human Attraction — Front Porch vs Engine Room vs Sandbox"
"CoCache","docs\advice_bombs\batch_20251014_124554\.a_Spanky_CoCache_CoEvoAdvice_20251014_161601\payload\METRIC_FRAMEWORK.md","1","# Metric Framework — KPIs that matter"
"CoCache","docs\advice_bombs\batch_20251014_124554\.a_Spanky_CoCache_CoEvoAdvice_20251014_161601\payload\README.md","7","# CoCache Advice Bomb — CoEvolution + SelfEvolution System"
"CoCache","docs\advice_bombs\batch_20251014_124554\.a_Spanky_CoCache_CoEvoAdvice_20251014_161601\payload\ROADMAP.md","1","# Roadmap — 90 days + 12 months"
"CoCache","docs\advice_bombs\batch_20251014_124554\.a_Spanky_CoCache_CoEvoAdvice_20251014_161601\payload\TLDR.md","1","# TL;DR — What to Do Next"
"CoCache","docs\advice_bombs\batch_20251014_124554\.a_Spanky_CoCache_CoEvoAdvice_20251014_161601\summaries\TLDR.md","1","# TL;DR — What to Do Next"
"CoCache","docs\advice_bombs\batch_20251014_124554\.b_Spanky_SessionSynthesis_20251014_161607\notes\GLOSSARY.md","3","- **Advice Bomb** — a structured, zip‑ready package that other sessions can ingest."
"CoCache","docs\advice_bombs\batch_20251014_124554\.b_Spanky_SessionSynthesis_20251014_161607\payload\ADVICE_AND_STRATEGY.md","1","# Advice & Strategy — Immediate, 2‑Week, and 6‑Week Moves"
"CoCache","docs\advice_bombs\batch_20251014_124554\.b_Spanky_SessionSynthesis_20251014_161607\payload\GENERIC_DEEP_ANALYSIS_PROMPT.txt","5","- `/summaries/TLDR.md` — 12–20 bullet executive summary."
"CoCache","docs\advice_bombs\batch_20251014_124554\.b_Spanky_SessionSynthesis_20251014_161607\payload\MAIN_SUMMARY.md","1","# CoSuite Session — Main Insights & Directions"
"CoCache","docs\advice_bombs\batch_20251014_124554\.b_Spanky_SessionSynthesis_20251014_161607\summaries\TLDR.md","1","# TL;DR — CoSuite Session Synthesis (Executive Read)"
"CoCache","docs\advice_bombs\batch_20251014_124554\.d_Spanky_CoAgent_AdviceBomb_20251014_161901\payload\ROADMAP_OUTLINE.md","2","# CoAgent Advice Bomb — Comprehensive Roadmap Outline (Expanded)"
"CoCache","docs\advice_bombs\batch_20251014_124554\.d_Spanky_CoAgent_AdviceBomb_20251014_161901\summaries\SESSION_SUMMARY.md","1","# Session Synthesis — CoAgent Advice Bomb (Executive Summary)"
"CoCache","docs\advice_bombs\batch_20251014_124554\.e_Spanky_GateLetter_OAPP_20251014_162031\payload\ADVICE.md","1","# Advice — CoAgent & CoSuite"
"CoCache","docs\advice_bombs\batch_20251014_124554\.e_Spanky_GateLetter_OAPP_20251014_162031\payload\Gate-Letter_v1.7.2.md","2","# Gate Letter v1.7.2 — The Hinge Before Names (Pre-Contact • CoSym • loop-aware • no em dashes)"
"CoCache","docs\advice_bombs\batch_20251014_124554\.e_Spanky_GateLetter_OAPP_20251014_162031\payload\SUMMARY.md","2","# Session Summary — Gate Letter & OAPP (Pre‑Contact, CoSym)"
"CoCache","docs\advice_bombs\batch_20251014_124554\.f_Spanky_CoSuite-Summary_20251014_161916\Spanky_CoSuite-Summary_20251014_161916\summaries\SESSION_SUMMARY.md","1","# CoSuite Multi-Session Summary & Advice Bomb (v0.1) — 20251014_161916"
"CoCache","docs\advice_bombs\batch_20251014_124554\.g_Spanky_CoSuite_Summary_20251014_162309\Spanky_CoSuite_Summary_20251014_162309\payload\COAGENT\Advice.md","1","# CoAgent — Near-Term Advice (MVP3 window)"
"CoCache","docs\advice_bombs\batch_20251014_124554\.g_Spanky_CoSuite_Summary_20251014_162309\Spanky_CoSuite_Summary_20251014_162309\payload\COMARKETING\Outreach_Plan.md","1","# Outreach Plan — Pybus Pattern (reusable)"
"CoCache","docs\advice_bombs\batch_20251014_124554\.g_Spanky_CoSuite_Summary_20251014_162309\Spanky_CoSuite_Summary_20251014_162309\transcripts\session.md","1","# Session Synthesis — CoSuite (2025-10-14)"
"CoCache","docs\advice_bombs\batch_20251014_124554\.i_Spanky_SessionSummary_20251014_162328\payload\summary\SESSION_SUMMARY.md","4","# CoSuite Session Summary (Canonical) — 2025-10-14"
"CoCache","docs\advice_bombs\batch_20251014_124554\l_Spanky_CoSuiteSummary_20251014_180402\summaries\EXEC_SUMMARY.md","2","# CoSuite Reorg — Comprehensive Session Summary (generated 20251014_180402)"
"CoCache","docs\advice_bombs\batch_20251014_124554\m_Spanky_ExemplarCanon_20251014_181108\payload\README.md","1","# CoCivium™ Exemplar Canon — Advice Bomb (v0.1)"
"CoCache","docs\advice_bombs\batch_20251014_124554\n_AB_CoSteward_Spine_UPG_20251014_224344\AB_CoSteward_Spine_UPG_20251014_224344\_handoff\PR_BODY.md","1","This PR seeds **CoSteward (CoSteward)** — the Steward operating spine."
"CoCache","docs\advice_bombs\batch_20251014_124554\n_AB_CoSteward_Spine_UPG_20251014_224344\AB_CoSteward_Spine_UPG_20251014_224344\_handoff\README_FOR_REORG_SESSION.md","7","# Handoff — Repo Reorg Session (What To Do)"
"CoCache","docs\advice_bombs\batch_20251014_124554\n_AB_CoSteward_Spine_UPG_20251014_224344\AB_CoSteward_Spine_UPG_20251014_224344\.github\pull_request_template.md","1","## CoSteward Seed — Checklist"
"CoCache","docs\advice_bombs\batch_20251014_124554\n_AB_CoSteward_Spine_UPG_20251014_224344\AB_CoSteward_Spine_UPG_20251014_224344\README.md","1","# CoSteward (CoSteward) — Steward Operating Spine (Upgraded for Repo-Reorg Session)"
"CoCache","docs\advice_bombs\batch_20251014_124554\o_CoSuite_Insights_EpochsRegimes_20251014_232531\insights_ages_falsifiers_20251014_232531\pragmatics.md","2","title: ""Political–Economic Regimes & Falsifiers — Insights Pair"""
"CoCache","docs\advice_bombs\batch_20251014_124554\o_CoSuite_Insights_EpochsRegimes_20251014_232531\insights_ages_falsifiers_20251014_232531\README.md","1","# Political–Economic Regimes & Falsifiers — Insights Pair"
"CoCache","docs\advice_bombs\batch_20251014_124554\o_CoSuite_Insights_EpochsRegimes_20251014_232531\insights_ages_falsifiers_20251014_232531\theory.md","3","title: ""Political–Economic Regimes & Falsifiers — Insights Pair"""
